profile,split,threshold,rows,unique_samples,repeats,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,std_map_iou,mean_collision_fraction_found,mean_inference_ms,mean_encoder_ms,mean_channel_ms,mean_decoder_ms
q8_bpsk_ebn0_0,val,0.5,582,194,3,0.46563573883161513,0.34536082474226804,0.12027491408934708,0.25830258302583026,0.22508591065292094,0.5231503137206203,0.25670357188479515,0.03418278768505695,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_0,val,0.55,582,194,3,0.4329896907216495,0.3281786941580756,0.10481099656357389,0.24206349206349206,0.2233676975945017,0.525296741202935,0.25940834108507804,0.03227847434812001,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_0,val,0.6,582,194,3,0.40893470790378006,0.31099656357388317,0.0979381443298969,0.23949579831932774,0.21305841924398627,0.5271907109735339,0.2619526660789784,0.03021370211374635,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_0,val,0.65,582,194,3,0.37800687285223367,0.2972508591065292,0.08075601374570447,0.21363636363636362,0.21649484536082475,0.5288768191240445,0.2642680090586419,0.027375282553975297,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_0,val,0.7,582,194,3,0.3556701030927835,0.2800687285223368,0.07560137457044673,0.21256038647342995,0.20446735395189003,0.5299196993974182,0.266624458614505,0.026896032901938618,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_0,val,0.75,582,194,3,0.3281786941580756,0.2697594501718213,0.058419243986254296,0.17801047120418848,0.21134020618556698,0.5304660900890074,0.2688638110117827,0.024365230926784377,8.796420782849294,4.30530996407507,1.5423333318744021,2.948777486899823
q8_bpsk_ebn0_2,test,0.1,1524,508,3,0.6712598425196851,0.3720472440944882,0.2992125984251969,0.44574780058651026,0.07283464566929132,0.49893941164431743,0.16802251526056036,0.08908262886001037,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.15,1524,508,3,0.6259842519685039,0.36023622047244097,0.265748031496063,0.42452830188679247,0.09448818897637801,0.5202153872672581,0.16959411576332434,0.07346227682163406,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.2,1524,508,3,0.5813648293963255,0.33398950131233596,0.2473753280839895,0.4255079006772009,0.08661417322834641,0.5343807704310255,0.17174287935602775,0.06726613901147689,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.25,1524,508,3,0.547244094488189,0.3228346456692913,0.22440944881889763,0.41007194244604317,0.09842519685039364,0.5451957884952037,0.17437217761038853,0.06041955744912155,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.3,1524,508,3,0.5203412073490814,0.31167979002624674,0.20866141732283464,0.4010088272383354,0.10301837270341208,0.5536132953992658,0.17750962416439958,0.05521219171598562,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.35,1524,508,3,0.49015748031496065,0.29855643044619423,0.19160104986876642,0.3908969210174029,0.10695538057742782,0.5599804912809551,0.1808377215760757,0.0513671297846113,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.4,1524,508,3,0.46391076115485563,0.27887139107611547,0.18503937007874016,0.3988684582743989,0.09383202099737531,0.5646437684886597,0.1842167716767803,0.04890550828375933,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.45,1524,508,3,0.4356955380577428,0.2637795275590551,0.17191601049868765,0.39457831325301207,0.09186351706036738,0.5678947381114242,0.18785168623177806,0.04571035955789869,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.5,1524,508,3,0.4048556430446194,0.24081364829396326,0.16404199475065617,0.4051863857374392,0.07677165354330712,0.5705005659049756,0.191376468553241,0.04466680539910673,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.55,1524,508,3,0.3569553805774278,0.2099737532808399,0.14698162729658792,0.4117647058823529,0.06299212598425197,0.5726672863903507,0.19490938487313203,0.04474725801532425,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.6,1524,508,3,0.31758530183727035,0.18569553805774278,0.13188976377952755,0.4152892561983471,0.0538057742782152,0.5744521714621196,0.19860970332868266,0.04335119076920859,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
q8_bpsk_ebn0_2,test,0.65,1524,508,3,0.2841207349081365,0.1679790026246719,0.11614173228346457,0.40877598152424943,0.05183727034120733,0.5758638798938149,0.2025086316788974,0.04235989422855939,9.489106035454007,4.674550263196465,1.5408749308063114,3.273680841451232
